"","Predator","Prey","Pct.m","Pct.m.ci","Pct.fo","Pct.fo.ci","Nstom","Ntows","Meansw"
"4828","Bluefish (Pomatomus saltatrix)","Unidentified fish",15.4453207460429,0.370616528037428,25.031847133758,2.14284668410022,1570,536,1.09633078926374
"4829","Bluefish (Pomatomus saltatrix)","Peprilus triacanthus",14.760793869324,0.469965892668606,8.72611464968153,1.39601463602684,1570,536,1.04774209995357
"4830","Bluefish (Pomatomus saltatrix)","Engraulidae",14.0102949225489,0.591561251883866,6.30573248407643,1.20234894432834,1570,536,0.994470619471665
"4831","Bluefish (Pomatomus saltatrix)","Anchoa mitchilli",12.7111402274159,0.34339273782342,9.10828025477707,1.42326771492769,1570,536,0.902254775222801
"4832","Bluefish (Pomatomus saltatrix)","Pomatomus saltatrix",9.96968320653868,0.562070949008222,0.955414012738854,0.481190914768174,1570,536,0.707662264724046
"4833","Bluefish (Pomatomus saltatrix)","Loligo sp",6.58620306983264,0.160205311938844,12.9299363057325,1.65973544568739,1570,536,0.467498042191893
"4834","Bluefish (Pomatomus saltatrix)","Ammodytes sp",5.7809954755849,0.299723458066494,1.97452229299363,0.688187451818155,1570,536,0.410343264260269
"4835","Bluefish (Pomatomus saltatrix)","Etrumeus teres",3.94256487560455,0.130333152561101,4.5859872611465,1.03473406664575,1570,536,0.279848850850341
"4836","Bluefish (Pomatomus saltatrix)","Cephalopoda",2.95121605928333,0.107564705946269,6.68789808917197,1.23571993990211,1570,536,0.209481504771654
"4837","Bluefish (Pomatomus saltatrix)","Stenotomus chrysops",1.66688783847257,0.0588812954125031,2.80254777070064,0.816413538183436,1570,536,0.118318064714516
"4838","Bluefish (Pomatomus saltatrix)","Brevoortia tyrannus",1.64725809387625,0.113175016543595,0.254777070063694,0.249363260172744,1570,536,0.116924717581091
"4839","Bluefish (Pomatomus saltatrix)","Macrozoarces americanus",1.36309989541551,0.0668361021507033,0.318471337579618,0.278707570686046,1570,536,0.096754765327167
"4840","Bluefish (Pomatomus saltatrix)","Ctenophora",1.17236811335185,0.0950861855799675,0.636942675159236,0.393521886866361,1570,536,0.083216352716273
"4841","Bluefish (Pomatomus saltatrix)","Merluccius bilinearis",1.01875851414173,0.0510978598052964,0.89171974522293,0.465024042185695,1570,536,0.0723129253346397
