"","Predator","Prey","Pct.m","Pct.m.ci","Pct.fo","Pct.fo.ci","Nstom","Ntows","Meansw"
"6837","Bluefish (Pomatomus saltatrix)","Unidentified fish",19.7039180029583,0.187445679873967,21.0283189395461,1.1319388799384,4979,1681,1.26238099764132
"6838","Bluefish (Pomatomus saltatrix)","Engraulidae",12.3077287571685,0.172802827102364,7.93331994376381,0.750695364680738,4979,1681,0.788525556431992
"6839","Bluefish (Pomatomus saltatrix)","Anchoa mitchilli",10.6547091037626,0.0977308990727664,6.36674030929906,0.678201346427954,4979,1681,0.682620700409251
"6840","Bluefish (Pomatomus saltatrix)","Peprilus triacanthus",9.6021678687759,0.108548146512784,5.68387226350673,0.643132036621316,4979,1681,0.615187002497919
"6841","Bluefish (Pomatomus saltatrix)","Ammodytes sp",4.93453989414581,0.094304198849541,1.80759188592087,0.370061713400368,4979,1681,0.316143692515235
"6842","Bluefish (Pomatomus saltatrix)","Loligo sp",4.65681226656207,0.0377732891624054,6.48724643502711,0.684148893552825,4979,1681,0.298350374479244
"6843","Bluefish (Pomatomus saltatrix)","Pomatomus saltatrix",4.59153156217943,0.127295788548469,0.441855794336212,0.184231412483819,4979,1681,0.294168002185931
"6844","Bluefish (Pomatomus saltatrix)","Clupea harengus",3.52726570802623,0.0625189228539615,0.723036754368347,0.235336579851021,4979,1681,0.225983137098704
"6845","Bluefish (Pomatomus saltatrix)","Merluccius bilinearis",3.15392490235486,0.0458209840840915,1.08455513155252,0.287701998882418,4979,1681,0.202064120654722
"6846","Bluefish (Pomatomus saltatrix)","Anchoa hepsetus",3.00626997429028,0.0484617651168713,3.03273749748946,0.476337733960969,4979,1681,0.192604236820003
"6847","Bluefish (Pomatomus saltatrix)","Etrumeus teres",2.77189375090817,0.0343698479618527,2.53062864028921,0.436247850562758,4979,1681,0.177588335380903
"6848","Bluefish (Pomatomus saltatrix)","Clupeidae",2.63367805887973,0.0754077223798738,0.54227756577626,0.203992914099334,4979,1681,0.168733199911585
"6849","Bluefish (Pomatomus saltatrix)","Cephalopoda",2.52953621490392,0.0298476974942093,4.45872665193814,0.573305284409837,4979,1681,0.162061091101821
"6850","Bluefish (Pomatomus saltatrix)","Illex sp",1.73149691536817,0.0320496577684563,0.56236192006427,0.207715239536226,4979,1681,0.110932698923491
"6851","Bluefish (Pomatomus saltatrix)","Stenotomus chrysops",1.08420398015563,0.0148858926007958,1.26531432014461,0.310469608323689,4979,1681,0.0694622512086206
"6852","Bluefish (Pomatomus saltatrix)","Brevoortia tyrannus",1.03001143101555,0.0283610284954299,0.200843542880096,0.12435904558506,4979,1681,0.0659902694312956
"6853","Bluefish (Pomatomus saltatrix)","Alosa pseudoharengus",0.924421986572972,0.0378251260301122,0.0803374171520386,0.0786990373618356,4979,1681,0.0592254164616574
"6854","Bluefish (Pomatomus saltatrix)","Macrozoarces americanus",0.896838167765614,0.0194827521817185,0.180759188592087,0.117989220248081,4979,1681,0.057458189826855
